k,time,rounds,metric,rounds_ind
157,71.43602275848389,157.0,551.5061207391233,80698.0
158,71.90440821647644,158.0,551.5068995467337,81212.0
159,72.41827917098999,159.0,551.5057342617198,81726.0
160,72.91782808303833,160.0,551.6215091116213,82240.0
161,73.43280816078186,161.0,551.6500652491247,82754.0
162,73.94476294517517,162.0,551.6562164794245,83268.0
163,74.3271062374115,163.0,551.782404934962,83782.0
164,74.8148992061615,164.0,551.7817570148352,84296.0
165,75.28162169456482,165.0,551.7829976304131,84810.0
166,75.8063747882843,166.0,551.8026200447965,85324.0
167,76.3440089225769,167.0,551.8912165182728,85838.0
168,76.85743355751038,168.0,551.9170178908186,86352.0
169,77.33593726158142,169.0,551.9251068833826,86866.0
170,77.86292886734009,170.0,551.9384946766495,87380.0
171,78.32313323020935,171.0,551.98104121857,87894.0
172,78.86009907722473,172.0,552.5488176959111,88408.0
173,79.29148006439209,173.0,552.6069451896024,88922.0
174,79.7744574546814,174.0,552.6594171056963,89436.0
175,80.23352670669556,175.0,552.6593686933314,89950.0
176,80.58912968635559,176.0,552.7030123498732,90464.0
177,81.04853987693787,177.0,552.7378991740612,90978.0
178,81.49175953865051,178.0,552.7447341487282,91492.0
179,81.96823859214783,179.0,552.7443859760284,92006.0
180,82.48062634468079,180.0,552.7717083622779,92520.0
181,82.92628049850464,181.0,552.7726136674271,93034.0
182,83.38508582115173,182.0,552.7883784371445,93548.0
183,83.87090873718262,183.0,552.7994180791311,94062.0
184,84.28053784370422,184.0,552.8005284936108,94576.0
185,84.73244833946228,185.0,552.8187204254257,95090.0
186,85.18582487106323,186.0,552.818541142316,95604.0
187,85.65901279449463,187.0,552.9286558269923,96118.0
188,86.10995602607727,188.0,552.9372513900269,96632.0
189,86.62385606765747,189.0,552.943455408262,97146.0
190,87.09658718109131,190.0,552.9447233229631,97660.0
191,87.56505942344666,191.0,552.9473999853944,98174.0
192,88.07774519920349,192.0,552.9514304490198,98688.0
193,88.45798063278198,193.0,553.0036162511414,99202.0
194,88.92418026924133,194.0,553.0150305857038,99716.0
195,89.43052363395691,195.0,553.0159580545659,100230.0
196,89.96423721313477,196.0,553.0235425495717,100744.0
197,90.44744372367859,197.0,553.0245194287173,101258.0
198,90.91759705543518,198.0,553.025228606899,101772.0
199,91.39214777946472,199.0,553.0274667580114,102286.0
200,91.81584048271179,200.0,553.0285195442515,102800.0
201,92.29708123207092,201.0,553.0308173626426,103314.0
202,92.78847193717957,202.0,553.0496539469533,103828.0
203,93.22327136993408,203.0,553.0552700830347,104342.0
204,93.78920412063599,204.0,553.0653428164861,104856.0
205,94.24300861358643,205.0,553.0664931936144,105370.0
206,94.70751309394836,206.0,553.1180393919802,105884.0
207,95.16349840164185,207.0,553.1191797833944,106398.0
208,95.64490056037903,208.0,553.1312079646182,106912.0
209,96.09537839889526,209.0,553.1382840875306,107426.0
210,96.55797696113586,210.0,553.1385272994625,107940.0
211,97.00430178642273,211.0,553.1431056965331,108454.0
212,97.54377865791321,212.0,553.1941473528698,108968.0
213,98.01217198371887,213.0,553.1976431363915,109482.0
214,98.49595785140991,214.0,553.3461629458872,109996.0
215,98.9957754611969,215.0,553.3464636364587,110510.0
216,99.48867106437683,216.0,553.3460655844493,111024.0
217,99.95598530769348,217.0,553.3458616334854,111538.0
218,100.39909076690674,218.0,553.3466789701766,112052.0
219,100.87222981452942,219.0,553.3471228005518,112566.0
220,101.36921954154968,220.0,553.3753110092119,113080.0
221,101.8616886138916,221.0,553.385788263036,113594.0
222,102.31993794441223,222.0,553.392998518285,114108.0
223,102.78196001052856,223.0,553.3928090628594,114622.0
224,103.2720000743866,224.0,553.3936841176484,115136.0
225,103.87559390068054,225.0,553.3941463415288,115650.0
226,104.42959904670715,226.0,553.3938103259827,116164.0
227,104.88921356201172,227.0,553.4006958187634,116678.0
228,105.32504773139954,228.0,553.4015543745822,117192.0
229,105.76979422569275,229.0,553.4158073231971,117706.0
230,106.20911812782288,230.0,553.4199662937025,118220.0
231,106.71485757827759,231.0,553.4195953050612,118734.0
232,107.18097591400146,232.0,553.4205315798595,119248.0
233,107.64146161079407,233.0,553.4403440923342,119762.0
234,108.12164664268494,234.0,553.4499938262013,120276.0
235,108.60741305351257,235.0,553.452179541749,120790.0
236,109.09839510917664,236.0,553.4610643344532,121304.0
237,109.58158874511719,237.0,553.4797317012135,121818.0
238,110.05795860290527,238.0,553.4921828715871,122332.0
239,110.55152702331543,239.0,553.4953762946083,122846.0
240,111.06667685508728,240.0,553.4950633234357,123360.0
241,111.54382038116455,241.0,553.4997026090938,123874.0
242,111.99098491668701,242.0,553.5001235012184,124388.0
243,112.44687032699585,243.0,553.5165900435554,124902.0
244,112.91382336616516,244.0,553.5167044618823,125416.0
245,113.3592529296875,245.0,553.518400010423,125930.0
246,113.87600088119507,246.0,553.5185031083057,126444.0
247,114.35453486442566,247.0,553.5186803342643,126958.0
248,114.8714873790741,248.0,553.5189988295557,127472.0
249,115.32177972793579,249.0,553.5191120436716,127986.0
250,115.91774249076843,250.0,553.5199312041468,128500.0
251,116.41634464263916,251.0,553.5260607067124,129014.0
252,116.92454862594604,252.0,553.5264813518181,129528.0
253,117.43765354156494,253.0,553.5338681405409,130042.0
254,117.87837052345276,254.0,553.5343801285603,130556.0
255,118.35746049880981,255.0,553.5396210322021,131070.0
256,118.83529734611511,256.0,553.5470644927593,131584.0
257,119.22175908088684,257.0,553.5691001206184,132098.0
258,119.7498607635498,258.0,553.5795366711196,132612.0
259,120.2324149608612,259.0,553.5832878249,133126.0
260,120.7159481048584,260.0,553.5868798243997,133640.0
261,121.20155739784241,261.0,553.5904908780294,134154.0
262,121.6549482345581,262.0,553.595143501592,134668.0
263,122.26308703422546,263.0,553.595614770129,135182.0
264,122.71079301834106,264.0,553.5953933766575,135696.0
265,123.14244604110718,265.0,553.5976159684952,136210.0
266,123.65516948699951,266.0,553.5978100973952,136724.0
267,124.16201519966125,267.0,553.5986349576186,137238.0
268,124.6258192062378,268.0,553.6043797404631,137752.0
269,125.15003538131714,269.0,553.6046456035021,138266.0
270,125.68675470352173,270.0,553.6064896465787,138780.0
271,126.12100100517273,271.0,553.6108493553394,139294.0
272,126.5854070186615,272.0,553.6111424763085,139808.0
273,127.09478282928467,273.0,553.6127267108757,140322.0
274,127.57419729232788,274.0,553.6511439902147,140836.0
275,128.0655083656311,275.0,553.6507826472381,141350.0
276,128.5551609992981,276.0,553.6536815370479,141864.0
277,129.05773901939392,277.0,553.6642001512995,142378.0
278,129.53333568572998,278.0,553.6741349807176,142892.0
279,130.02990221977234,279.0,553.6791421759689,143406.0
280,130.52305579185486,280.0,553.6835194251964,143920.0
281,131.03385663032532,281.0,553.6838549993344,144434.0
282,131.55320167541504,282.0,553.6848410812379,144948.0
283,132.03261613845825,283.0,553.6849053784756,145462.0
284,132.49372720718384,284.0,553.684829404762,145976.0
285,132.95328640937805,285.0,553.6850921831324,146490.0
286,133.4069333076477,286.0,553.748868840355,147004.0
287,133.9037961959839,287.0,553.7521903061346,147518.0
288,134.41837072372437,288.0,553.7544863059263,148032.0
289,134.90163230895996,289.0,553.7554488569582,148546.0
290,135.3726987838745,290.0,553.7598126249725,149060.0
291,135.87604880332947,291.0,553.7611476070352,149574.0
292,136.36200141906738,292.0,553.7625198331325,150088.0
293,136.82961988449097,293.0,553.839929658927,150602.0
294,137.29475927352905,294.0,553.8430699921388,151116.0
295,137.75781559944153,295.0,553.8457201609839,151630.0
296,138.22527074813843,296.0,553.8458021126506,152144.0
297,138.67805790901184,297.0,553.8459688215535,152658.0
298,139.13945937156677,298.0,553.8469313342245,153172.0
299,139.55853390693665,299.0,553.8467516070776,153686.0
300,140.028582572937,300.0,553.8472254277965,154200.0
301,140.49854516983032,301.0,553.8487801598257,154714.0
302,140.96847248077393,302.0,553.857515667056,155228.0
303,141.42555785179138,303.0,553.8716879398768,155742.0
304,141.87400770187378,304.0,553.873416705387,156256.0
305,142.36695837974548,305.0,553.9089356490025,156770.0
306,142.8375015258789,306.0,553.9117423257402,157284.0
307,143.3763267993927,307.0,553.9125974502919,157798.0
308,143.98892498016357,308.0,553.9123271779847,158312.0
309,144.44441866874695,309.0,553.9122302878951,158826.0
310,144.93993949890137,310.0,553.9141099899396,159340.0
311,145.38861966133118,311.0,553.915249272984,159854.0
312,145.87801718711853,312.0,553.9159996721183,160368.0
313,146.37732672691345,313.0,553.9194719261282,160882.0
314,146.9014036655426,314.0,553.9203417364915,161396.0
315,147.38069009780884,315.0,554.0591634923979,161910.0
316,147.85514187812805,316.0,554.0606680763934,162424.0
317,148.36337637901306,317.0,554.0640383921174,162938.0
318,148.82841038703918,318.0,554.0687253250835,163452.0
319,149.32699418067932,319.0,554.0737946536774,163966.0
320,149.81580638885498,320.0,554.0752657766049,164480.0
321,150.26709914207458,321.0,554.0756104354627,164994.0
322,150.6948482990265,322.0,554.0793281405124,165508.0
323,151.17722582817078,323.0,554.0831278163299,166022.0
324,151.66073203086853,324.0,554.0855108298736,166536.0
325,152.13232803344727,325.0,554.0991607482762,167050.0
326,152.7376368045807,326.0,554.1003878192296,167564.0
327,153.23218297958374,327.0,554.100534064345,168078.0
328,153.66813707351685,328.0,554.1023919496765,168592.0
329,154.13079690933228,329.0,554.1380925672361,169106.0
330,154.6417887210846,330.0,554.1453660315935,169620.0
331,155.0580141544342,331.0,554.1461816881149,170134.0
332,155.53510451316833,332.0,554.1466981420107,170648.0
333,155.97410941123962,333.0,554.1494593646755,171162.0
334,156.48042178153992,334.0,554.1666012405623,171676.0
335,156.97696995735168,335.0,554.1667425649667,172190.0
336,157.42547345161438,336.0,554.1680706675727,172704.0
337,157.91001772880554,337.0,554.1716668196167,173218.0
338,158.34973526000977,338.0,554.171955357915,173732.0
339,158.83052253723145,339.0,554.1773236502087,174246.0
340,159.2623655796051,340.0,554.1782383083327,174760.0
341,159.75530171394348,341.0,554.1808006381472,175274.0
342,160.20276761054993,342.0,554.1841462011073,175788.0
343,160.75845789909363,343.0,554.1853226076487,176302.0
344,161.24322628974915,344.0,554.1925177050301,176816.0
345,161.9638867378235,345.0,554.1934632133234,177330.0
346,162.46401810646057,346.0,554.1959089346053,177844.0
347,162.93263792991638,347.0,554.1954720263072,178358.0
348,163.37219619750977,348.0,554.1964733152109,178872.0
349,163.873229265213,349.0,554.1991016794839,179386.0
350,164.38884019851685,350.0,554.2004217369727,179900.0
351,164.85587787628174,351.0,554.2023396675095,180414.0
352,165.35789728164673,352.0,554.2026002443145,180928.0
353,165.76305770874023,353.0,554.2752886115077,181442.0
354,166.2376446723938,354.0,554.276088573761,181956.0
355,166.72498059272766,355.0,554.2974814772884,182470.0
356,167.19757628440857,356.0,554.2978992772207,182984.0
357,167.68414425849915,357.0,554.2977760723542,183498.0
358,168.15321350097656,358.0,554.2980547079268,184012.0
359,168.61248445510864,359.0,554.2983647891945,184526.0
360,169.0732798576355,360.0,554.2992331926606,185040.0
361,169.58675169944763,361.0,554.2994344804848,185554.0
362,170.0528645515442,362.0,554.2994936949813,186068.0
363,170.5182535648346,363.0,554.2993895923656,186582.0
364,171.04916620254517,364.0,554.299857126704,187096.0
365,171.63207697868347,365.0,554.3000544643149,187610.0
366,172.12843489646912,366.0,554.3000789634867,188124.0
367,172.61013627052307,367.0,554.3039567487491,188638.0
368,173.04223346710205,368.0,554.3044882550613,189152.0
369,173.51078009605408,369.0,554.3043457319325,189666.0
370,173.9986834526062,370.0,554.3046533306224,190180.0
371,174.46641516685486,371.0,554.3062792105468,190694.0
372,174.9745991230011,372.0,554.3073216074109,191208.0
373,175.42705535888672,373.0,554.3074670712349,191722.0
374,175.90092754364014,374.0,554.3209610343105,192236.0
375,176.36605668067932,375.0,554.3214347947821,192750.0
376,176.83387756347656,376.0,554.3221004877299,193264.0
377,177.30425906181335,377.0,554.3266218049051,193778.0
378,177.77600765228271,378.0,554.3315780450805,194292.0
379,178.21049189567566,379.0,554.3337070125244,194806.0
380,178.67926669120789,380.0,554.333564550622,195320.0
381,179.124614238739,381.0,554.3336537219554,195834.0
382,179.58130264282227,382.0,554.3338966779762,196348.0
383,180.06609463691711,383.0,554.3336659419622,196862.0
384,180.50399947166443,384.0,554.3482489841126,197376.0
385,180.95872569084167,385.0,554.3488398842385,197890.0
386,181.44125533103943,386.0,554.3495399921185,198404.0
387,181.87832403182983,387.0,554.3496884212342,198918.0
388,182.2871310710907,388.0,554.362763903569,199432.0
389,182.73877882957458,389.0,554.3636035559335,199946.0
390,183.18464970588684,390.0,554.3638100250216,200460.0
391,183.6687741279602,391.0,554.3724730394626,200974.0
392,184.1575105190277,392.0,554.3726114222183,201488.0
393,184.60864925384521,393.0,554.373045699732,202002.0
394,185.06748270988464,394.0,554.3740077824687,202516.0
395,185.51798725128174,395.0,554.3746552903699,203030.0
396,186.00344562530518,396.0,554.3745238099095,203544.0
397,186.47803616523743,397.0,554.3747778650443,204058.0
398,186.91788053512573,398.0,554.3745423146048,204572.0
399,187.38465070724487,399.0,554.3751545338137,205086.0
400,187.83890461921692,400.0,554.3765804423712,205600.0
401,188.26328659057617,401.0,554.3783054001881,206114.0
402,188.68416166305542,402.0,554.3781728972,206628.0
403,189.11125946044922,403.0,554.378906434411,207142.0
404,189.57408595085144,404.0,554.383423228182,207656.0
405,190.05625319480896,405.0,554.3856139916602,208170.0
406,190.52546739578247,406.0,554.3997765483697,208684.0
407,190.99600768089294,407.0,554.4008720216569,209198.0
408,191.47592043876648,408.0,554.4142344449598,209712.0
409,191.96997785568237,409.0,554.4143698333322,210226.0
410,192.48841166496277,410.0,554.4141740190815,210740.0
411,192.9779553413391,411.0,554.4163578832779,211254.0
412,193.48048567771912,412.0,554.4165611518124,211768.0
413,193.94235348701477,413.0,554.4176877490072,212282.0
414,194.39143061637878,414.0,554.4227972932727,212796.0
415,194.81470727920532,415.0,554.4254360326365,213310.0
416,195.29648065567017,416.0,554.4250465062494,213824.0
417,195.75951313972473,417.0,554.4253976814025,214338.0
418,196.23225951194763,418.0,554.4279356029343,214852.0
419,196.70756006240845,419.0,554.4280483392071,215366.0
420,197.2077498435974,420.0,554.4283779744898,215880.0
421,197.70147061347961,421.0,554.4280970572432,216394.0
422,198.20222926139832,422.0,554.4305007157379,216908.0
423,198.64838886260986,423.0,554.430886214151,217422.0
424,199.0385925769806,424.0,554.4328899629434,217936.0
425,199.49581813812256,425.0,554.4332683797657,218450.0
426,199.966246843338,426.0,554.4339418600878,218964.0
427,200.3950219154358,427.0,554.4358395645303,219478.0
428,200.90804743766785,428.0,554.4375235623163,219992.0
429,201.33206701278687,429.0,554.4378680495199,220506.0
430,201.78494477272034,430.0,554.4386354954421,221020.0
431,202.2368402481079,431.0,554.4410863286029,221534.0
432,202.707622051239,432.0,554.4415088140638,222048.0
433,203.1664490699768,433.0,554.4415380556272,222562.0
434,203.62344121932983,434.0,554.4419284115999,223076.0
435,204.09212374687195,435.0,554.4420135216621,223590.0
436,204.53304481506348,436.0,554.4425281881203,224104.0
437,205.02166199684143,437.0,554.4425932006776,224618.0
438,205.4446747303009,438.0,554.4462115226733,225132.0
439,205.91495561599731,439.0,554.4464420184818,225646.0
440,206.35795950889587,440.0,554.4474008031247,226160.0
441,206.81160497665405,441.0,554.4491761313204,226674.0
442,207.266179561615,442.0,554.4499309223924,227188.0
443,207.75013494491577,443.0,554.450070540088,227702.0
444,208.31975507736206,444.0,554.4521911042762,228216.0
445,208.79035091400146,445.0,554.4556089156732,228730.0
446,209.29960989952087,446.0,554.4628843831072,229244.0
447,209.79570531845093,447.0,554.4628838514832,229758.0
448,210.27385830879211,448.0,554.4688166480689,230272.0
449,210.7213785648346,449.0,554.4697183399284,230786.0
450,211.1907787322998,450.0,554.4698148331279,231300.0
451,211.64740133285522,451.0,554.4710291015366,231814.0
452,212.12775301933289,452.0,554.471273282201,232328.0
453,212.59382700920105,453.0,554.4736480676214,232842.0
454,213.09296941757202,454.0,554.4749188415562,233356.0
455,213.54196619987488,455.0,554.4757011464744,233870.0
456,213.9980013370514,456.0,554.475797720751,234384.0
457,214.47473454475403,457.0,554.4852452725798,234898.0
458,214.97605228424072,458.0,554.4850836821383,235412.0
459,215.44369912147522,459.0,554.4850711626716,235926.0
460,215.93872475624084,460.0,554.4855437916427,236440.0
461,216.4303617477417,461.0,554.4873417204662,236954.0
462,216.902517080307,462.0,554.4957093259172,237468.0
463,217.38074707984924,463.0,554.4979607914968,237982.0
464,217.85885167121887,464.0,554.5006044537168,238496.0
465,218.28133630752563,465.0,554.5035827538975,239010.0
466,218.74922680854797,466.0,554.5036793059926,239524.0
467,219.22128653526306,467.0,554.5043024076438,240038.0
468,219.69791793823242,468.0,554.5050889715357,240552.0
469,220.13340783119202,469.0,554.5051336575924,241066.0
470,220.60024666786194,470.0,554.5060141404338,241580.0
471,221.09431767463684,471.0,554.5261591225413,242094.0
472,221.54000902175903,472.0,554.5268374377715,242608.0
473,222.02504515647888,473.0,554.529004755719,243122.0
474,222.48542881011963,474.0,554.5291642040228,243636.0
475,222.99037766456604,475.0,554.5307251804599,244150.0
476,223.50952529907227,476.0,554.5318936739822,244664.0
477,223.99513053894043,477.0,554.5331520344375,245178.0
478,224.4230694770813,478.0,554.5345585372534,245692.0
479,224.9155557155609,479.0,554.53559704778,246206.0
480,225.38798141479492,480.0,554.5357173424206,246720.0
481,225.77671766281128,481.0,554.5357284719536,247234.0
482,226.27678203582764,482.0,554.5362357953277,247748.0
483,226.81531620025635,483.0,554.5361578545479,248262.0
484,227.32620882987976,484.0,554.5370007939691,248776.0
485,227.8234612941742,485.0,554.5373269418224,249290.0
486,228.32386231422424,486.0,554.537369199565,249804.0
487,228.83281016349792,487.0,554.5377303502734,250318.0
488,229.42044878005981,488.0,554.5379047161945,250832.0
489,229.90697622299194,489.0,554.5393182391417,251346.0
490,230.3781394958496,490.0,554.5407514369475,251860.0
491,230.84379720687866,491.0,554.5407860857067,252374.0
492,231.32837772369385,492.0,554.5409693830985,252888.0
493,231.82761073112488,493.0,554.5439422106158,253402.0
494,232.25382685661316,494.0,554.5455542211781,253916.0
495,232.74602246284485,495.0,554.5483114350234,254430.0
496,233.24091219902039,496.0,554.5482627900213,254944.0
497,233.69941306114197,497.0,554.5483167826252,255458.0
498,234.18170762062073,498.0,554.5560336476856,255972.0
499,234.62881088256836,499.0,554.5577650704539,256486.0
500,235.13392210006714,500.0,554.5578650479619,257000.0
501,235.61503624916077,501.0,554.5588883130949,257514.0
502,236.06981444358826,502.0,554.5588443254645,258028.0
503,236.55277228355408,503.0,554.5588983765032,258542.0
504,237.0358109474182,504.0,554.5590873359334,259056.0
505,237.52263689041138,505.0,554.5590803354838,259570.0
506,238.01863479614258,506.0,554.5591145182068,260084.0
507,238.5816330909729,507.0,554.5602955347084,260598.0
508,239.008531332016,508.0,554.5604147016023,261112.0
509,239.4962031841278,509.0,554.5604710910504,261626.0
510,240.00790667533875,510.0,554.5617686841891,262140.0
511,240.5820755958557,511.0,554.5629040678614,262654.0
512,241.07567310333252,512.0,554.5636157770278,263168.0
513,241.5471830368042,513.0,554.5637458599406,263682.0
514,242.02277183532715,514.0,554.5637836419434,264196.0
515,242.44868326187134,515.0,554.5664887478025,264710.0
516,242.96069025993347,516.0,554.5664780375805,265224.0
517,243.4139997959137,517.0,554.5681725015403,265738.0
518,243.94744420051575,518.0,554.5705232855984,266252.0
519,244.42743849754333,519.0,554.5716702944145,266766.0
