k,n_cpu,time_mn,rounds_mn,metric_mn,time_sd,rounds_sd,metric_sd,rounds_ind_mn,rounds_ind_sd
1,1,1.3151285648345947,2.0,0.0,0.03721617346414674,0.0,0.0,20532.0,0.0
1,2,1.3018115520477296,2.0,0.0,0.022933434470672667,0.0,0.0,20532.0,0.0
1,4,1.3406873226165772,2.0,0.0,0.09311003601271528,0.0,0.0,20532.0,0.0
1,8,1.3007094860076904,2.0,0.0,0.015343257729211229,0.0,0.0,20532.0,0.0
1,12,1.3323273420333863,2.0,0.0,0.07247678053503678,0.0,0.0,20532.0,0.0
1,16,1.3201340436935425,2.0,0.0,0.01991856086017897,0.0,0.0,20532.0,0.0
1,20,1.3342934131622315,2.0,0.0,0.062376117190137935,0.0,0.0,20532.0,0.0
1,24,1.3134912729263306,2.0,0.0,0.0397456498099689,0.0,0.0,20532.0,0.0
1,28,1.293190312385559,2.0,0.0,0.017436242865129653,0.0,0.0,20532.0,0.0
1,32,1.3224035978317261,2.0,0.0,0.06742339999157666,0.0,0.0,20532.0,0.0
1,36,1.2967031717300415,2.0,0.0,0.020699177966931017,0.0,0.0,20532.0,0.0
1,40,1.3329150438308717,2.0,0.0,0.05853551008717963,0.0,0.0,20532.0,0.0
1000,1,931.5158445835114,1991.8,551.6242824953157,575.888157444229,103.50149757370663,5.397856166035636,14325472.8,8720113.929699598
1000,2,328.88402168750764,980.1,546.4491459991484,359.48378456935967,5.430469592954186,7.466351917500724,4351741.2,4651096.949130577
1000,4,276.90268244743345,468.7,551.036712489915,205.17368191353717,72.33954658414719,6.158485133863499,3189547.3,2348935.3812017925
1000,8,144.51286840438843,235.8,543.8758627182142,175.54852814572834,36.30096417452297,7.814872636237621,907194.2,1095195.9146711421
1000,12,341.64890398979185,158.5,551.6818021855983,209.9017055271294,24.196074061715056,5.307829471812359,1256121.4,728623.1179645894
1000,16,387.35811586380004,125.3,553.0590686267699,176.513566241446,1.004987562112089,4.087644169858362,1083542.0,465160.977321185
1000,20,338.97056980133056,100.3,552.7207294169144,195.57661136962372,0.9,3.792910262723213,777017.0,423970.7314954654
1000,24,200.32987987995148,80.3,547.5083512850566,201.46254971865088,12.133012816279392,6.528600397020323,418636.4,379178.17955763225
1000,28,240.54150137901306,73.1,549.5402149959773,200.5406975180349,0.7000000000000001,5.79552381153127,440618.8,338375.2231440121
1000,32,346.7101583480835,64.7,552.4614346079137,156.06411476717358,0.6403124237432849,5.314184936150735,560351.8,239578.2564753321
1000,36,237.61021561622618,57.0,549.3234457696652,189.45111576903057,0.7745966692414834,8.047607371356092,350228.3,256257.43276753946
1000,40,277.56014931201935,50.6,551.1253119464515,192.71484734372953,9.499473669630333,4.921720256717738,368083.9,221807.3085150487
2000,1,1971.6059007883073,3750.3,551.5893162676923,1246.3824094637823,582.9092639510887,5.845222966854123,27718905.1,17334839.91478942
2000,2,655.4320317983627,1979.8,547.6959954880335,755.5886373092752,5.249761899362675,6.680579167631525,8222715.5,9281909.563260075
2000,4,742.2705198287964,942.1,552.5528323685066,361.04663030040956,146.74430142257654,5.593318257128264,7895694.1,3819389.3918730114
2000,8,496.7184459924698,496.2,549.8804793764136,376.122298717088,1.4000000000000001,7.281693992007338,3046828.7,2307627.218237775
2000,12,547.070596909523,322.7,550.3955034747792,423.77288618191676,54.04636898071877,6.499800612557817,2058003.1,1559012.265468585
2000,16,460.2193742036819,252.8,549.3873537879242,427.94485485303716,9.765244492586962,6.106668548910344,1317345.4,1194350.580737934
2000,20,519.6005806684494,200.5,550.6204287399748,401.86530777473445,43.834347263304835,6.052378095740655,1256111.3,933592.7313820572
2000,24,579.6702233076096,151.9,549.8326843718226,359.65275412683843,32.955879596818534,8.195377863233446,1208415.1,728558.477587551
2000,28,267.1360500574112,143.6,546.8078672987659,347.5113638369276,28.962734677512756,6.176636581809631,522618.1,606172.9769716645
2000,32,574.1724273443222,121.1,550.5572860282236,347.1863262753833,18.721378154398785,7.175725594571199,933374.8,539740.6822850766
2000,36,268.0719524860382,108.0,545.5086799504288,328.83232449218275,16.67932852365466,8.395932546309131,418416.6,473856.07892844424
2000,40,411.22841188907626,112.9,548.4685451334441,359.03468189406107,15.655350523063992,7.154163204434207,584721.4,474525.2235165587
