k,time,rounds,metric,rounds_ind
1,8.245666980743408,515.0,0.0,514.0
2,19.431288480758667,1029.0,509.5452825957192,1028.0
3,32.1161904335022,1543.0,518.6104012418768,1542.0
4,45.788655281066895,2057.0,525.8759524309115,2056.0
5,60.92636823654175,2571.0,531.4921661924359,2570.0
6,77.87884449958801,3085.0,534.922119732619,3084.0
7,97.56396794319153,3599.0,536.9854323588772,3598.0
8,118.21139812469482,4113.0,540.7194417691218,4112.0
9,140.00714874267578,4627.0,544.591578875283,4626.0
10,163.4133574962616,5141.0,546.5022861234538,5140.0
11,187.39301919937134,5655.0,547.5160455665751,5654.0
12,2554.926198244095,6168.0,549.9556291076084,6167.0
13,4780.735537290573,6681.0,550.8821004156604,6680.0
14,7057.040183544159,7194.0,551.6023319208804,7193.0
15,9534.147569656372,7707.0,552.0452634923937,7706.0
16,11845.741230249405,8220.0,552.6780681153095,8219.0
17,14265.010078191757,8733.0,552.8835704155792,8732.0
18,16621.7624437809,9246.0,553.1532876549782,9245.0
19,18763.463520288467,9759.0,553.4541436362495,9758.0
20,21184.355850219727,10272.0,553.6774498501204,10271.0
21,23564.797223567963,10785.0,553.8071147479277,10784.0
22,25917.699956417084,11298.0,553.8687698765001,11297.0
23,28224.896981477737,11811.0,553.922603465677,11810.0
24,30613.63600897789,12324.0,553.9706345296811,12323.0
25,32833.44402766228,12837.0,553.9943623752716,12836.0
26,35461.10011649132,13350.0,554.0166525928685,13349.0
27,38166.05260300636,13863.0,554.0415131995314,13862.0
28,41034.53191661835,14376.0,554.0637904407135,14375.0
29,43874.974370241165,14889.0,554.0897018261389,14888.0
30,46757.80049610138,15402.0,554.1280164422661,15401.0
31,49475.877908706665,15915.0,554.14259677603,15914.0
32,52442.37127447128,16428.0,554.1702552988005,16427.0
33,55398.3404238224,16941.0,554.204550052182,16940.0
34,58376.45723795891,17454.0,554.225120073495,17453.0
35,61117.95353984833,17967.0,554.2358812875977,17966.0
36,64083.39500975609,18480.0,554.2455562776723,18479.0
37,66966.68717265129,18993.0,554.2558073198304,18992.0
38,69490.10744953156,19506.0,554.2713918640897,19505.0
39,72393.30758595467,20019.0,554.2957458581195,20018.0
40,75033.99496626854,20532.0,554.3356843632636,20531.0
41,78007.8076877594,21045.0,554.3545084316081,21044.0
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
0,0.0,0.0,0.0,
